lat,long,class
24.998261,121.524514,機車
24.995823,121.517931,機車
24.995823,121.517931,機車
25.007816,121.522202,普通
25.004377,121.518134,汽車
25.00147,121.520304,普通
24.997823,121.524761,汽車
25.007107,121.5257,普通
25.004058,121.526021,普通
25.010424,121.51239,普通
25.014136,121.519944,普通
25.000791,121.509272,普通
25.009893,121.510185,機車
25.007593,121.510422,機車
25.007449,121.510466,機車
25.007747,121.517264,普通
25.001049,121.51773,普通
25.008744,121.499903,普通
25.00509,121.508605,普通
25.009959,121.514257,普通
25.015066,121.512693,普通
25.003361,121.51551,普通
25.005366,121.518777,普通
25.007886,121.516214,普通
25.008006,121.515583,普通
25.008077,121.514075,機車
25.000534,121.506867,普通
25.014083,121.518028,機車
25.010149,121.514637,機車
25.001247,121.520862,機車
25.004927,121.509321,普通
25.006263,121.508704,普通
25.004133,121.51465,機車
25.003683,121.51052,機車
25.006297,121.518954,機車
25.001503,121.524521,普通
25.007251,121.506386,機車
25.006216,121.505643,普通
25.01296,121.506931,機車
25.012258,121.505629,機車
25.010858,121.514863,機車
25.009138,121.509704,機車
25.008971,121.51447,機車
25.003353,121.518104,普通
25.011626,121.51478,普通
25.008097,121.508845,普通
25.00044,121.520951,普通
25.007551,121.522231,機車
25.003455,121.514984,機車
25.013035,121.510905,普通
25.008141,121.523149,普通
25.005646,121.514203,機車
25.000093,121.516028,機車
25.000043,121.517807,機車
25.004693,121.517348,普通
25.006881,121.514637,普通
25.007264,121.51683,機車
24.996454,121.514545,機車
25.016478,121.510175,普通
24.998,121.527069,機車
25.002476,121.518237,普通
24.99964,121.517369,普通
25.002476,121.518237,普通
25.012273,121.515465,機車
25.006887,121.511406,機車
25.005927,121.526847,機車
25.007381,121.513523,普通
25.008074,121.520903,普通
25.007345,121.517608,普通
25.001364,121.519328,普通
25.01098,121.514614,機車
24.999613,121.526356,普通
25.009934,121.514997,普通
25.006833,121.517152,普通
25.010926,121.511725,普通
25.015125,121.520638,機車
25.005789,121.511377,機車
25.003074,121.510946,機車
25.006553,121.508152,普通
24.996927,121.519181,普通
25.013444,121.517115,機車
25.005538,121.527033,機車
25.001249,121.509685,機車
25.013282,121.515838,普通
25.007222,121.51163,普通
24.996804,121.514965,普通
25.009302,121.514375,普通
25.006161,121.519445,普通
25.008573,121.51419,普通
25.002584,121.510869,普通
25.008808,121.513833,普通
25.007753,121.506985,機車
25.004569,121.511462,機車
25.001823,121.527757,機車
25.002004,121.508679,普通
25.006553,121.524083,普通
25.007564,121.507743,機車
25.005352,121.517071,機車
25.005286,121.526744,機車
24.99871,121.515305,汽車
25.00772,121.514446,普通
25.01262,121.522463,汽車
25.007252,121.518209,普通
25.013436,121.521971,普通
25.011626,121.513945,普通
24.997732,121.516992,普通
24.998103,121.516905,普通
25.006159,121.527799,普通
25.009817,121.510067,機車
25.008423,121.514141,機車
25.003881,121.522272,機車
24.996633,121.527568,機車
24.999355,121.525491,普通
25.011921,121.508086,普通
25.003927,121.52616,普通
25.013833,121.521693,機車
25.013442,121.515068,機車
25.006287,121.511057,機車
25.011607,121.52216,普通
25.011382,121.521011,普通
25.010556,121.514798,普通
25.007167,121.515882,機車
25.006781,121.509769,機車
25.002852,121.52341,機車
25.012438,121.511476,普通
25.007599,121.509125,普通
25.006883,121.520884,普通
25.006583,121.511567,普通
25.007449,121.503252,普通
25.007503,121.52308,普通
25.003804,121.528146,普通
25.015125,121.520638,機車
25.001481,121.524107,機車
25.000478,121.52012,機車
24.99964,121.517369,機車
25.017414,121.512077,普通
25.00293,121.5218,普通
25.013843,121.515377,普通
25.007535,121.519509,普通
25.01762,121.513276,普通
24.999513,121.519179,普通
25.005224,121.509172,機車
25.014724,121.518918,普通
25.009738,121.512615,普通
25.083494,121.694735,機車
25.004415,121.512747,機車
25.004406,121.515728,機車
24.999199,121.516963,機車
25.012015,121.512702,普通
25.014893,121.520188,機車
25.01408,121.515239,機車
25.010651,121.514529,機車
25.005115,121.509952,機車
25.004434,121.517474,機車
24.997999,121.515645,機車
25.007777,121.521809,普通
25.010786,121.51033,普通
25.012167,121.51994,普通
25.000671,121.52636,普通
25.00372,121.509444,普通
25.000026,121.517549,機車
25.007763,121.525616,普通
25.009109,121.520872,普通
24.998951,121.527713,普通
24.999627,121.517625,普通
25.018042,121.513508,普通
25.00567,121.511288,普通
25.000798,121.526003,汽車
25.013428,121.514883,機車
25.008619,121.51478,機車
25.008202,121.508751,機車
25.002186,121.510145,機車
25.001502,121.525008,機車
25.007101,121.51679,汽車
25.003017,121.520693,普通
25.00372,121.509444,普通
25.005181,121.516813,普通
25.007248,121.52289,普通
25.007825,121.522278,機車
25.005454,121.527579,機車
25.000026,121.517549,機車
24.999729,121.51767,機車
24.995849,121.514405,機車
24.996457,121.515698,普通
25.012142,121.516065,機車
25.006709,121.511088,機車
25.001272,121.527659,機車
24.999268,121.526596,機車
24.997082,121.515195,機車
24.999418,121.525033,普通
25.010464,121.52147,機車
25.001875,121.517833,機車
25.001234,121.515408,機車
25.00034,121.518806,普通
25.001479,121.528632,普通
25.010319,121.51391,機車
25.006703,121.512855,機車
25.006179,121.508787,機車
25.00616,121.51124,機車
25.005703,121.517365,機車
24.997723,121.515724,機車
25.000707,121.522239,普通
25.014211,121.517627,普通
25.013248,121.515519,機車
25.007545,121.507711,機車
25.007227,121.516465,機車
24.999355,121.525491,普通
25.005863,121.513669,機車
25.00342,121.5233,機車
25.002491,121.510769,普通
25.004948,121.512039,普通
25.00888,121.505436,普通
25.006648,121.512703,汽車
25.01279,121.508346,機車
25.012264,121.507704,機車
25.007118,121.523136,機車
25.009948,121.510685,汽車
25.009886,121.521363,普通
25.002048,121.521795,普通
25.003798,121.521061,普通
24.997912,121.5226,普通
25.008002,121.515237,普通
25.016595,121.51718,機車
25.015377,121.510089,機車
25.009948,121.510685,機車
25.009898,121.50673,機車
25.00406,121.515187,機車
24.993939,121.512757,機車
25.007813,121.523547,普通
25.00772,121.514446,普通
25.016052,121.518419,普通
25.007158,121.515739,普通
25.01654,121.513324,機車
25.013622,121.506083,機車
25.013461,121.51349,機車
25.012273,121.515465,機車
25.010982,121.514895,機車
25.008025,121.520919,機車
25.020704,121.516215,汽車
25.00569,121.525818,普通
25.001057,121.509486,普通
25.00821,121.525283,機車
25.007096,121.5118,機車
24.997816,121.524347,機車
24.997462,121.515481,機車
25.016111,121.507824,普通
25.009972,121.516236,普通
25.005512,121.513127,普通
25.017584,121.511257,機車
25.017215,121.512975,機車
25.00772,121.514446,機車
25.005904,121.517778,機車
25.004508,121.525233,機車
24.99717,121.515789,機車
24.99365,121.513909,機車
25.015198,121.516064,普通
25.159299,121.412454,機車
25.017357,121.512677,機車
25.01381,121.512482,機車
25.013234,121.512013,機車
25.010328,121.523892,汽車
25.007062,121.507104,機車
25.005241,121.518928,機車
24.996908,121.515044,機車
24.995834,121.527524,機車
25.010264,121.51132,機車
24.999199,121.516963,機車
25.004453,121.523568,汽車
25.003092,121.51956,普通
25.008438,121.508179,汽車
25.007195,121.509958,汽車
25.011322,121.520252,普通
25.013344,121.514226,普通
25.016696,121.512986,普通
25.009894,121.5206,機車
25.008323,121.510629,機車
25.003829,121.520684,機車
25.003941,121.515675,普通
25.008101,121.523843,普通
25.001822,121.518764,普通
25.01348,121.521434,機車
25.00751,121.50674,機車
25.006429,121.526544,機車
25.004436,121.523267,機車
25.013412,121.513207,普通
25.007356,121.520642,普通
25.012953,121.522092,普通
25.004771,121.509359,普通
25.01462,121.516886,普通
25.007293,121.51174,普通
25.000623,121.518067,普通
25.006026,121.520753,機車
24.996908,121.515044,機車
25.007987,121.500836,普通
25.006961,121.50935,普通
25.015354,121.507742,普通
24.99964,121.517369,普通
25.01715,121.517972,汽車
25.012304,121.516393,機車
25.007526,121.519443,機車
25.007301,121.520555,機車
25.001706,121.526928,機車
24.998554,121.527602,機車
25.005692,121.516971,普通
25.005634,121.513811,汽車
25.002445,121.517921,普通
25.007064,121.513033,普通
25.001158,121.509593,普通
25.007763,121.525616,普通
25.006983,121.525823,機車
24.999456,121.526824,機車
25.012226,121.511932,普通
25.012484,121.515022,機車
24.997024,121.515961,機車
25.011338,121.519263,普通
24.998866,121.517635,普通
25.00446,121.517392,普通
25.014304,121.514565,普通
25.014991,121.508788,機車
25.014251,121.507826,機車
25.010392,121.51358,機車
25.006532,121.509118,機車
25.001828,121.527026,機車
24.999791,121.50695,機車
24.994346,121.491851,機車
25.013212,121.505318,普通
25.00477,121.50986,普通
25.005615,121.508419,普通
25.00845,121.516973,機車
25.007064,121.513033,機車
25.005056,121.514857,機車
24.9998,121.507927,機車
24.999655,121.519139,機車
25.005113,121.514905,普通
25.006493,121.516196,普通
25.001488,121.509556,普通
25.008623,121.516973,普通
25.000376,121.520856,普通
25.014299,121.514497,普通
25.004752,121.512676,普通
25.012202,121.512787,機車
25.011778,121.511768,機車
25.01,121.512813,機車
25.002939,121.510125,機車
25.000739,121.520261,機車
24.996913,121.526699,機車
24.999355,121.525491,普通
25.010804,121.512811,普通
25.000367,121.52111,普通
25.001249,121.509685,機車
24.998677,121.51601,普通
25.002431,121.517758,機車
25.004493,121.523959,普通
25.003998,121.520856,普通
25.017357,121.512677,機車
25.011476,121.512136,機車
25.010847,121.51267,機車
25.005608,121.516995,機車
24.997211,121.515602,機車
25.012241,121.51898,普通
25.013134,121.507742,普通
25.003315,121.526777,機車
24.997616,121.515621,機車
25.007585,121.520039,普通
24.998695,121.515172,普通
25.004625,121.509649,汽車
25.009692,121.514504,機車
25.006472,121.519792,機車
25.004502,121.518337,機車
24.99613,121.513665,普通
25.000939,121.517759,普通
24.999355,121.525491,普通
25.007359,121.524506,汽車
25.014328,121.510808,機車
25.004072,121.517211,機車
25.00065,121.528744,汽車
,,普通
25.002761,121.525249,普通
25.011491,121.509118,普通
25.013764,121.512745,機車
25.012364,121.509852,機車
25.008763,121.510471,機車
25.007698,121.512948,機車
25.007583,121.517878,機車
25.006146,121.526715,機車
24.995797,121.514378,機車
25.012039,121.518801,普通
25.003998,121.520856,普通
24.99594,121.515653,普通
24.995488,121.515074,普通
25.013916,121.510959,機車
25.010279,121.510664,機車
25.009227,121.50981,機車
25.009227,121.50981,機車
25.008006,121.515583,機車
25.0065,121.510318,機車
25.005185,121.520123,機車
25.003322,121.519381,普通
25.00854,121.508486,普通
25.013911,121.514255,機車
25.011279,121.5198,機車
25.007343,121.515526,機車
24.997756,121.515748,機車
24.998664,121.517449,普通
24.996796,121.527874,普通
24.997466,121.523298,普通
25.010882,121.50904,機車
25.009936,121.523646,機車
25.009363,121.516546,機車
25.00815,121.520888,機車
25.005419,121.517569,機車
25.011359,121.514999,普通
25.004237,121.517455,普通
24.999361,121.523948,普通
24.998506,121.516423,普通
25.008423,121.520423,普通
25.015403,121.514576,普通
25.011136,121.512834,機車
25.009035,121.522945,機車
25.007866,121.516816,機車
25.007535,121.517377,機車
25.00677,121.512911,機車
25.004325,121.527356,機車
24.998999,121.523512,機車
25.008097,121.511711,普通
25.000454,121.52884,汽車
25.008036,121.511339,普通
25.005997,121.528998,普通
25.011211,121.514674,機車
25.00467,121.509497,機車
24.999053,121.524416,機車
24.99807,121.523212,普通
25.005748,121.517473,普通
25.013209,121.509748,機車
25.010572,121.512696,機車
25.006327,121.506991,機車
25.006171,121.519941,機車
24.994113,121.512913,機車
25.007639,121.520993,普通
25.014173,121.515466,機車
25.00692,121.514051,機車
24.999955,121.516697,機車
25.005931,121.521574,普通
25.002558,121.526777,汽車
24.996883,121.527922,普通
25.011703,121.516046,普通
25.015,121.506753,機車
25.01361,121.506948,機車
25.00692,121.514051,機車
25.003264,121.523007,機車
25.000868,121.520346,機車
24.999975,121.521402,機車
24.99964,121.517369,機車
24.997451,121.52797,機車
24.995216,121.515935,機車
25.012113,121.517721,普通
25.009384,121.508854,普通
25.011741,121.518488,普通
25.009729,121.521294,機車
25.007772,121.519423,機車
24.999338,121.528723,機車
25.010699,121.503265,普通
25.001743,121.522981,普通
24.996409,121.526666,普通
25.013864,121.512694,機車
25.011187,121.515222,機車
25.008717,121.516102,機車
25.006875,121.521426,機車
25.004005,121.526892,機車
24.997838,121.515677,機車
25.013034,121.514106,普通
25.001404,121.518864,普通
24.999684,121.521281,普通
24.99964,121.517369,普通
25.018042,121.513508,機車
25.017086,121.513072,機車
25.012333,121.509196,機車
25.01161,121.516877,機車
25.005777,121.507303,機車
25.00386,121.5268,機車
25.01207,121.515923,普通
25.015145,121.516403,普通
25.008955,121.511404,普通
25.013268,121.513526,機車
25.012231,121.515925,機車
25.0049,121.509348,機車
24.995598,121.516618,汽車
25.000534,121.506867,普通
25.012258,121.505629,普通
25.014098,121.511906,機車
25.008293,121.508652,機車
25.005632,121.51079,機車
25.005462,121.514538,機車
25.00306,121.509774,機車
24.999741,121.520219,機車
24.993851,121.51299,機車
25.004491,121.518003,汽車
25.014088,121.519562,普通
25.000111,121.520561,普通
25.011857,121.5158,普通
25.015066,121.512693,普通
25.000043,121.517807,普通
25.010015,121.522309,普通
25.011714,121.513497,機車
25.010948,121.50838,機車
25.010583,121.520194,機車
25.006624,121.508164,機車
25.004581,121.524006,機車
25.002072,121.509151,機車
25.013014,121.51551,普通
25.006415,121.517796,普通
25.017416,121.515016,機車
25.010237,121.51838,機車
25.009828,121.51596,機車
25.007946,121.515245,機車
25.002158,121.51763,機車
24.996337,121.526982,普通
25.011718,121.516001,普通
25.002905,121.526728,普通
25.006693,121.511471,普通
25.017653,121.513988,機車
25.01752,121.514486,機車
25.014131,121.509856,機車
25.007486,121.519058,機車
25.002066,121.519263,機車
25.000725,121.514753,機車
25.00616,121.524323,普通
24.998195,121.515638,普通
25.017997,121.51338,普通
25.001212,121.522739,普通
25.003087,121.518315,普通
25.017435,121.51085,機車
25.009041,121.524696,機車
25.00655,121.506515,機車
24.999326,121.52558,機車
25.002437,121.514993,汽車
25.001677,121.518634,普通
25.011999,121.515938,普通
24.99465,121.513592,普通
25.007725,121.525772,普通
25.012499,121.515828,機車
25.010233,121.509551,機車
25.008798,121.51669,機車
25.002932,121.527037,機車
25.003902,121.517247,普通
25.006048,121.511947,普通
25.000195,121.52506,普通
25.008176,121.521612,機車
25.00785,121.515245,機車
25.00778,121.506543,機車
25.003778,121.51176,機車
25.000012,121.525373,機車
25.012146,121.514586,普通
25.012149,121.507864,機車
25.010885,121.520294,機車
25.002145,121.517887,機車
25.001392,121.509088,機車
24.997912,121.5226,普通
25.007837,121.507646,普通
25.006657,121.523889,普通
25.014236,121.511225,機車
25.009107,121.512008,機車
25.008613,121.513931,機車
25.008182,121.506419,機車
25.007736,121.521431,機車
25.006811,121.516772,機車
25.002905,121.526728,機車
25.007326,121.514989,普通
25.002746,121.521019,普通
25.003683,121.525296,機車
24.99589,121.516089,機車
25.008456,121.515778,普通
24.997466,121.518485,普通
25.004756,121.527636,汽車
25.003018,121.511188,普通
25.010117,121.503807,機車
25.008121,121.503535,機車
25.006381,121.517189,機車
25.004947,121.511888,機車
24.997563,121.515585,機車
25.006744,121.522036,普通
24.996299,121.514808,普通
25.010927,121.511361,普通
25.014179,121.509843,機車
25.006072,121.51561,機車
25.008053,121.505717,普通
24.99964,121.517369,普通
25.011069,121.514646,機車
25.007907,121.520996,機車
25.006396,121.505245,機車
25.004623,121.50942,機車
24.999463,121.519578,機車
25.011674,121.516441,普通
25.004626,121.512332,普通
25.006327,121.506991,機車
25.003195,121.525323,機車
25.007586,121.513519,普通
25.013101,121.512414,普通
24.99871,121.515305,普通
25.017634,121.514846,機車
25.008053,121.505717,機車
25.007675,121.518817,機車
25.007501,121.51165,機車
25.006309,121.511388,汽車
25.008778,121.503534,普通
25.007981,121.523611,普通
25.017912,121.515212,機車
25.017908,121.515976,機車
25.01362,121.511104,機車
25.013328,121.508973,機車
25.012553,121.506137,機車
25.012426,121.51351,機車
25.01109,121.512291,機車
25.008833,121.500621,機車
25.001694,121.521102,普通
25.004458,121.534584,普通
24.995698,121.515906,普通
25.00772,121.514446,普通
24.997344,121.523739,普通
24.995999,121.514535,普通
25.010669,121.509102,機車
25.00099,121.507308,機車
24.997323,121.524659,機車
25.020704,121.516215,普通
25.007819,121.520085,普通
25.010328,121.523892,汽車
24.999999,121.521245,普通
25.01532,121.507715,機車
25.013429,121.511269,機車
25.011874,121.51787,機車
25.010535,121.510988,機車
25.008459,121.509401,機車
25.007573,121.512387,普通
25.001506,121.509867,普通
25.014167,121.515104,機車
25.012296,121.51417,機車
25.009737,121.510393,機車
25.008804,121.512221,機車
25.008613,121.513931,機車
25.008515,121.5081,機車
25.007317,121.517393,機車
25.005505,121.508487,機車
25.001067,121.52026,機車
24.997418,121.522365,機車
25.007457,121.507774,普通
25.011332,121.509681,機車
25.007397,121.516374,普通
25.000685,121.518809,普通
24.999803,121.523661,普通
25.013349,121.518468,機車
25.010599,121.51107,機車
25.009615,121.523355,機車
25.006216,121.505643,機車
25.007526,121.519443,普通
25.008747,121.4999,汽車
25.005277,121.524402,汽車
25.006759,121.519298,普通
25.014288,121.515161,普通
25.008517,121.519173,機車
25.007982,121.506835,機車
25.00516,121.511598,機車
25.001201,121.509643,機車
25.000864,121.515555,機車
25.000626,121.52861,機車
24.999924,121.521688,機車
25.002195,121.519841,普通
24.996883,121.527922,普通
25.003609,121.51699,普通
25.003998,121.520856,普通
25.01428,121.505981,機車
25.008328,121.510753,機車
25.002984,121.523188,機車
25.000911,121.5191,機車
25.004061,121.525119,普通
25.014991,121.508788,機車
25.010841,121.510828,機車
25.008058,121.523721,機車
25.007602,121.51951,機車
25.005573,121.507055,機車
25.008459,121.509401,普通
24.995873,121.515194,普通
25.005613,121.518486,普通
25.003998,121.520856,普通
25.010469,121.520066,機車
25.002649,121.510423,機車
25.008915,121.514046,普通
25.008573,121.51419,普通
24.997135,121.515234,普通
25.003353,121.518104,普通
25.004947,121.518955,普通
25.017116,121.518383,汽車
24.999355,121.525491,普通
25.002584,121.510869,普通
25.013375,121.514409,機車
25.014576,121.521029,普通
25.011183,121.510606,普通
25.0135,121.513955,普通
25.004714,121.512216,普通
24.996292,121.526666,普通
25.012523,121.508694,機車
25.009218,121.510306,機車
25.005777,121.507303,機車
25.005397,121.525267,機車
24.999576,121.51733,機車
25.000045,121.516271,普通
25.010155,121.510697,普通
25.0048,121.51227,普通
25.007157,121.514835,普通
25.008551,121.515227,普通
24.997279,121.515927,普通
25.084327,121.516665,機車
25.015078,121.513748,機車
25.007976,121.514109,機車
25.00279,121.520765,機車
25.001246,121.515016,機車
25.001049,121.517185,機車
25.000143,121.520493,機車
25.007816,121.522202,普通
25.004816,121.512371,普通
25.005016,121.512052,普通
25.004328,121.513614,普通
25.00793,121.521339,普通
25.016266,121.518556,機車
25.014699,121.512179,機車
25.011834,121.514155,機車
25.012228,121.514297,普通
25.003609,121.51699,普通
25.001063,121.522201,普通
25.008957,121.513293,普通
25.006159,121.527799,普通
25.009465,121.509011,機車
25.006311,121.509521,機車
25.001951,121.509905,機車
24.997487,121.515885,機車
25.001885,121.507895,汽車
25.005884,121.524186,機車
25.013649,121.515662,普通
25.004816,121.512371,普通
25.004816,121.512371,普通
25.001856,121.521398,普通
25.006709,121.511088,普通
25.015255,121.512255,機車
25.014605,121.509901,機車
25.007062,121.511314,機車
25.006481,121.520815,機車
25.004147,121.510053,機車
24.998064,121.51634,機車
25.012498,121.522546,普通
25.003867,121.512,機車
24.997685,121.517361,機車
24.999644,121.523544,普通
25.007129,121.511844,普通
25.012268,121.519675,機車
25.012096,121.507798,機車
25.012096,121.507798,機車
25.006434,121.517181,機車
25.014224,121.513667,普通
25.010543,121.521653,普通
25.010149,121.514637,機車
25.005427,121.517057,機車
25.010847,121.508919,普通
24.999647,121.528207,普通
25.008625,121.504175,機車
25.007656,121.510774,機車
25.007346,121.510605,機車
24.998859,121.527969,機車
24.998584,121.51775,機車
24.996457,121.515698,機車
25.009249,121.514367,普通
25.009193,121.515448,普通
25.005823,121.5251,普通
25.004046,121.51742,機車
24.998498,121.516042,機車
25.007388,121.525997,普通
24.9984,121.527351,普通
25.007837,121.507646,普通
25.005224,121.509172,普通
25.018056,121.513684,機車
25.010599,121.51107,機車
25.003867,121.512,機車
24.997675,121.515682,機車
24.994229,121.513513,機車
24.996815,121.520026,普通
24.999733,121.525288,普通
25.010699,121.503265,機車
25.008515,121.5081,機車
25.008209,121.52493,機車
25.007559,121.524593,機車
25.007295,121.507412,機車
25.006655,121.52605,機車
25.003685,121.517463,機車
25.002398,121.526756,機車
25.005317,121.527271,普通
25.013777,121.509806,汽車
24.999456,121.517261,普通
24.995344,121.513986,普通
25.016681,121.510969,機車
25.013939,121.512268,機車
25.003819,121.515065,機車
25.001595,121.527318,機車
25.005604,121.507426,普通
25.009076,121.520749,普通
25.005628,121.511151,汽車
25.00429,121.526755,普通
25.017566,121.512384,機車
25.001882,121.522093,機車
24.995797,121.514378,機車
24.993504,121.51329,機車
25.017116,121.513668,普通
24.999546,121.525463,普通
25.017131,121.512354,機車
25.01573,121.510169,機車
25.013568,121.511637,機車
25.008053,121.505717,機車
25.005192,121.517095,機車
25.008443,121.503961,普通
24.99805,121.522183,普通
25.015758,121.516984,普通
25.003858,121.525347,普通
25.017191,121.51684,機車
25.01186,121.515867,機車
25.008745,121.513997,普通
24.996482,121.517557,普通
24.997444,121.526717,普通
25.016515,121.508963,機車
25.008014,121.515417,機車
25.007657,121.518683,機車
25.005422,121.508042,機車
25.004606,121.519357,機車
